teryt;nazwa;typ;l_ludn_pow17l
0220034;Trzebnica - miasto;miasto w gminie m-w;10824
0220064;Żmigród - miasto;miasto w gminie m-w;5368
0221054;Głuszyca - miasto;miasto w gminie m-w;5595
0221064;Mieroszów - miasto;miasto w gminie m-w;3549
0222014;Brzeg Dolny - miasto;miasto w gminie m-w;10467
0222034;Wołów - miasto;miasto w gminie m-w;10434
0223044;Kąty Wrocławskie - miasto;miasto w gminie m-w;5346
0223074;Sobótka - miasto;miasto w gminie m-w;5795
0223084;Siechnice - miasto;miasto w gminie m-w;5493
0224014;Bardo - miasto;miasto w gminie m-w;2261
0224054;Ząbkowice Śląskie - miasto;miasto w gminie m-w;13060
0224064;Ziębice - miasto;miasto w gminie m-w;7562
0224074;Złoty Stok - miasto;miasto w gminie m-w;2438
0225034;Bogatynia - miasto;miasto w gminie m-w;14900
0225044;Pieńsk - miasto;miasto w gminie m-w;4919
0225064;Węgliniec - miasto;miasto w gminie m-w;2471
0226044;Świerzawa - miasto;miasto w gminie m-w;1958
0402054;Górzno - miasto;miasto w gminie m-w;1154
0402074;Jabłonowo Pomorskie - miasto;miasto w gminie m-w;3062
0403044;Koronowo - miasto;miasto w gminie m-w;9242
0403084;Solec Kujawski - miasto;miasto w gminie m-w;12746
0405044;Kowalewo Pomorskie - miasto;miasto w gminie m-w;3478
0406034;Łasin - miasto;miasto w gminie m-w;2722
0406044;Radzyń Chełmiński - miasto;miasto w gminie m-w;1526
0407034;Gniewkowo - miasto;miasto w gminie m-w;5882
0407054;Janikowo - miasto;miasto w gminie m-w;7529
0407064;Kruszwica - miasto;miasto w gminie m-w;7521
0407074;Pakość - miasto;miasto w gminie m-w;4751
0408044;Dobrzyń nad Wisłą - miasto;miasto w gminie m-w;1868
0408074;Skępe - miasto;miasto w gminie m-w;2991
0409034;Mogilno - miasto;miasto w gminie m-w;10188
0409044;Strzelno - miasto;miasto w gminie m-w;4780
0410014;Kcynia - miasto;miasto w gminie m-w;3860
0410024;Mrocza - miasto;miasto w gminie m-w;3512
0410034;Nakło nad Notecią - miasto;miasto w gminie m-w;15325
0410054;Szubin - miasto;miasto w gminie m-w;7764
0411054;Piotrków Kujawski - miasto;miasto w gminie m-w;3737
0413014;Kamień Krajeński - miasto;miasto w gminie m-w;1935
0413024;Sępólno Krajeńskie - miasto;miasto w gminie m-w;7630
0413044;Więcbork - miasto;miasto w gminie m-w;4918
0414064;Nowe - miasto;miasto w gminie m-w;5098
0414094;Świecie - miasto;miasto w gminie m-w;21491
0416064;Tuchola - miasto;miasto w gminie m-w;11226
0418044;Brześć Kujawski - miasto;miasto w gminie m-w;3876
0418064;Chodecz - miasto;miasto w gminie m-w;1606
0418084;Izbica Kujawska - miasto;miasto w gminie m-w;2265
0418114;Lubień Kujawski - miasto;miasto w gminie m-w;1144
0418124;Lubraniec - miasto;miasto w gminie m-w;2571
0419014;Barcin - miasto;miasto w gminie m-w;6296
0419034;Janowiec Wielkopolski - miasto;miasto w gminie m-w;3301
0419044;Łabiszyn - miasto;miasto w gminie m-w;3707
0419064;Żnin - miasto;miasto w gminie m-w;11741
0602054;Frampol - miasto;miasto w gminie m-w;1228
0602074;Józefów - miasto;miasto w gminie m-w;2134
0602124;Tarnogród - miasto;miasto w gminie m-w;2800
0603114;Siedliszcze - miasto;miasto w gminie m-w;1107
0605054;Janów Lubelski - miasto;miasto w gminie m-w;9911
0605064;Modliborzyce - miasto;miasto w gminie m-w;1195
0607024;Annopol - miasto;miasto w gminie m-w;2137
0607084;Urzędów - miasto;miasto w gminie m-w;1378
0608064;Kock - miasto;miasto w gminie m-w;2775
0608104;Ostrów Lubelski - miasto;miasto w gminie m-w;1794
0609014;Bełżyce - miasto;miasto w gminie m-w;5444
0609034;Bychawa - miasto;miasto w gminie m-w;4152
0610034;Łęczna - miasto;miasto w gminie m-w;15907
0612054;Opole Lubelskie - miasto;miasto w gminie m-w;7310
0612064;Poniatowa - miasto;miasto w gminie m-w;7914
0613044;Parczew - miasto;miasto w gminie m-w;8911
0614044;Kazimierz Dolny - miasto;miasto w gminie m-w;2158
0614084;Nałęczów - miasto;miasto w gminie m-w;3118
0616044;Ryki - miasto;miasto w gminie m-w;8146
0617034;Piaski - miasto;miasto w gminie m-w;2189
0618054;Lubycza Królewska - miasto;miasto w gminie m-w;2029
0618064;Łaszczów - miasto;miasto w gminie m-w;1806
0618124;Tyszowce - miasto;miasto w gminie m-w;1736
0620044;Krasnobród - miasto;miasto w gminie m-w;2575
0620134;Szczebrzeszyn - miasto;miasto w gminie m-w;4310
0620154;Zwierzyniec - miasto;miasto w gminie m-w;2730
0801074;Witnica - miasto;miasto w gminie m-w;5553
0802064;Krosno Odrzańskie - miasto;miasto w gminie m-w;9680
0803024;Międzyrzecz - miasto;miasto w gminie m-w;15090
0803054;Skwierzyna - miasto;miasto w gminie m-w;8075
0803064;Trzciel - miasto;miasto w gminie m-w;2025
0804024;Bytom Odrzański - miasto;miasto w gminie m-w;3574
0804044;Kożuchów - miasto;miasto w gminie m-w;7801
0804064;Nowe Miasteczko - miasto;miasto w gminie m-w;2337
0805014;Cybinka - miasto;miasto w gminie m-w;2294
0805034;Ośno Lubuskie - miasto;miasto w gminie m-w;3174
0805044;Rzepin - miasto;miasto w gminie m-w;5417
0805054;Słubice - miasto;miasto w gminie m-w;13903
0806014;Dobiegniew - miasto;miasto w gminie m-w;2602
0806024;Drezdenko - miasto;miasto w gminie m-w;8466
0806044;Strzelce Krajeńskie - miasto;miasto w gminie m-w;8252
0807024;Lubniewice - miasto;miasto w gminie m-w;1723
0807044;Sulęcin - miasto;miasto w gminie m-w;8336
0807054;Torzym - miasto;miasto w gminie m-w;2037
0808054;Świebodzin - miasto;miasto w gminie m-w;17999
0808064;Zbąszynek - miasto;miasto w gminie m-w;4112
0809014;Babimost - miasto;miasto w gminie m-w;3255
0809034;Czerwieńsk - miasto;miasto w gminie m-w;3391
0809044;Kargowa - miasto;miasto w gminie m-w;3031
0809054;Nowogród Bobrzański - miasto;miasto w gminie m-w;4239
0809064;Sulechów - miasto;miasto w gminie m-w;14339
0810044;Iłowa - miasto;miasto w gminie m-w;3301
0810054;Małomice - miasto;miasto w gminie m-w;2976
0810074;Szprotawa - miasto;miasto w gminie m-w;10114
0811044;Jasień - miasto;miasto w gminie m-w;3661
0811064;Lubsko - miasto;miasto w gminie m-w;11801
0812014;Sława - miasto;miasto w gminie m-w;3551
0812024;Szlichtyngowa - miasto;miasto w gminie m-w;1050
0812034;Wschowa - miasto;miasto w gminie m-w;11590
1001084;Zelów - miasto;miasto w gminie m-w;6349
1002044;Krośniewice - miasto;miasto w gminie m-w;3736
1002114;Żychlin - miasto;miasto w gminie m-w;7136
1003024;Łask - miasto;miasto w gminie m-w;14896
1006074;Koluszki - miasto;miasto w gminie m-w;10989
1006104;Rzgów - miasto;miasto w gminie m-w;2807
1006114;Tuszyn - miasto;miasto w gminie m-w;6103
1007024;Drzewica - miasto;miasto w gminie m-w;3222
1007044;Opoczno - miasto;miasto w gminie m-w;17797
1009014;Działoszyn - miasto;miasto w gminie m-w;5045
1009044;Pajęczno - miasto;miasto w gminie m-w;5606
1010094;Sulejów - miasto;miasto w gminie m-w;5156
1010114;Wolbórz - miasto;miasto w gminie m-w;1865
1011034;Poddębice - miasto;miasto w gminie m-w;6336
1011044;Uniejów - miasto;miasto w gminie m-w;2547
1012054;Kamieńsk - miasto;miasto w gminie m-w;2319
1012114;Przedbórz - miasto;miasto w gminie m-w;3075
1013024;Biała Rawska - miasto;miasto w gminie m-w;2588
1014024;Błaszki - miasto;miasto w gminie m-w;1798
1014094;Warta - miasto;miasto w gminie m-w;2759
1014114;Złoczew - miasto;miasto w gminie m-w;2741
1017094;Wieluń - miasto;miasto w gminie m-w;19219
1018074;Wieruszów - miasto;miasto w gminie m-w;7102
1019024;Szadek - miasto;miasto w gminie m-w;1654
1020044;Aleksandrów Łódzki - miasto;miasto w gminie m-w;17684
1020084;Stryków - miasto;miasto w gminie m-w;2859
1201064;Nowy Wiśnicz - miasto;miasto w gminie m-w;2172
1202024;Brzesko - miasto;miasto w gminie m-w;13935
1202034;Czchów - miasto;miasto w gminie m-w;1891
1203014;Alwernia - miasto;miasto w gminie m-w;2821
1203034;Chrzanów - miasto;miasto w gminie m-w;31611
1203044;Libiąż - miasto;miasto w gminie m-w;14245
1203054;Trzebinia - miasto;miasto w gminie m-w;16616
1204024;Dąbrowa Tarnowska - miasto;miasto w gminie m-w;9804
1204074;Szczucin - miasto;miasto w gminie m-w;3437
1205024;Biecz - miasto;miasto w gminie m-w;3815
1205034;Bobowa - miasto;miasto w gminie m-w;2383
1206064;Krzeszowice - miasto;miasto w gminie m-w;8383
1206104;Skała - miasto;miasto w gminie m-w;3040
1206114;Skawina - miasto;miasto w gminie m-w;20052
1206124;Słomniki - miasto;miasto w gminie m-w;3603
1206144;Świątniki Górne - miasto;miasto w gminie m-w;1931
1208054;Miechów - miasto;miasto w gminie m-w;9856
1209014;Dobczyce - miasto;miasto w gminie m-w;5150
1209034;Myślenice - miasto;miasto w gminie m-w;14885
1209074;Sułkowice - miasto;miasto w gminie m-w;5201
1210074;Krynica-Zdrój - miasto;miasto w gminie m-w;9242
1210114;Muszyna - miasto;miasto w gminie m-w;4087
1210134;Piwniczna-Zdrój - miasto;miasto w gminie m-w;4762
1210164;Stary Sącz - miasto;miasto w gminie m-w;7363
1211024;Szczawnica - miasto;miasto w gminie m-w;4813
1211124;Rabka-Zdrój - miasto;miasto w gminie m-w;10776
1212054;Olkusz - miasto;miasto w gminie m-w;30293
1212074;Wolbrom - miasto;miasto w gminie m-w;7350
1213024;Brzeszcze - miasto;miasto w gminie m-w;9537
1213034;Chełmek - miasto;miasto w gminie m-w;7616
1213044;Kęty - miasto;miasto w gminie m-w;15723
1213094;Zator - miasto;miasto w gminie m-w;3085
1214034;Nowe Brzesko - miasto;miasto w gminie m-w;1373
1214054;Proszowice - miasto;miasto w gminie m-w;5100
1215064;Maków Podhalański - miasto;miasto w gminie m-w;4912
1216014;Ciężkowice - miasto;miasto w gminie m-w;1992
1216054;Radłów - miasto;miasto w gminie m-w;2295
1216064;Ryglice - miasto;miasto w gminie m-w;2279
1216104;Tuchów - miasto;miasto w gminie m-w;5358
1216134;Wojnicz - miasto;miasto w gminie m-w;2737
1216144;Zakliczyn - miasto;miasto w gminie m-w;1357
1216154;Żabno - miasto;miasto w gminie m-w;3586
1218014;Andrychów - miasto;miasto w gminie m-w;17097
1218034;Kalwaria Zebrzydowska - miasto;miasto w gminie m-w;3736
1218094;Wadowice - miasto;miasto w gminie m-w;15752
1219044;Niepołomice - miasto;miasto w gminie m-w;9263
1219054;Wieliczka - miasto;miasto w gminie m-w;17973
1401014;Białobrzegi - miasto;miasto w gminie m-w;5747
1401064;Wyśmierzyce - miasto;miasto w gminie m-w;734
1402034;Glinojeck - miasto;miasto w gminie m-w;2514
1403104;Pilawa - miasto;miasto w gminie m-w;3507
1403144;Żelechów - miasto;miasto w gminie m-w;3212
1405044;Grodzisk Mazowiecki - miasto;miasto w gminie m-w;24421
1406054;Grójec - miasto;miasto w gminie m-w;13298
1406074;Mogielnica - miasto;miasto w gminie m-w;1913
1406084;Nowe Miasto nad Pilicą - miasto;miasto w gminie m-w;3289
1406114;Warka - miasto;miasto w gminie m-w;9596
1407054;Kozienice - miasto;miasto w gminie m-w;14873
1408044;Serock - miasto;miasto w gminie m-w;3400
1409034;Lipsko - miasto;miasto w gminie m-w;4878
1410024;Łosice - miasto;miasto w gminie m-w;5748
1411074;Różan - miasto;miasto w gminie m-w;2253
1412074;Halinów - miasto;miasto w gminie m-w;2958
1412094;Kałuszyn - miasto;miasto w gminie m-w;2352
1412124;Mrozy - miasto;miasto w gminie m-w;2851
1414044;Nasielsk - miasto;miasto w gminie m-w;6301
1414064;Zakroczym - miasto;miasto w gminie m-w;2633
1415084;Myszyniec - miasto;miasto w gminie m-w;2774
1416044;Brok - miasto;miasto w gminie m-w;1609
1417044;Karczew - miasto;miasto w gminie m-w;8331
1418014;Góra Kalwaria - miasto;miasto w gminie m-w;9576
1418024;Konstancin-Jeziorna - miasto;miasto w gminie m-w;14281
1418044;Piaseczno - miasto;miasto w gminie m-w;36703
1418064;Tarczyn - miasto;miasto w gminie m-w;3284
1419054;Drobin - miasto;miasto w gminie m-w;2340
1419064;Gąbin - miasto;miasto w gminie m-w;3440
1419154;Wyszogród - miasto;miasto w gminie m-w;2227
1421034;Brwinów - miasto;miasto w gminie m-w;10802
1422024;Chorzele - miasto;miasto w gminie m-w;2407
1423064;Przysucha - miasto;miasto w gminie m-w;5062
1424044;Pułtusk - miasto;miasto w gminie m-w;15736
1425034;Iłża - miasto;miasto w gminie m-w;4106
1425104;Skaryszew - miasto;miasto w gminie m-w;3378
1426054;Mordy - miasto;miasto w gminie m-w;1464
1429054;Kosów Lacki - miasto;miasto w gminie m-w;1796
1430054;Szydłowiec - miasto;miasto w gminie m-w;9917
1432014;Błonie - miasto;miasto w gminie m-w;10203
1432054;Łomianki - miasto;miasto w gminie m-w;13597
1432064;Ożarów Mazowiecki - miasto;miasto w gminie m-w;8755
1433054;Łochów - miasto;miasto w gminie m-w;5455
1434094;Radzymin - miasto;miasto w gminie m-w;9353
1434114;Tłuszcz - miasto;miasto w gminie m-w;6389
1434124;Wołomin - miasto;miasto w gminie m-w;30205
1435054;Wyszków - miasto;miasto w gminie m-w;21803
1436054;Zwoleń - miasto;miasto w gminie m-w;6603
1437014;Bieżuń - miasto;miasto w gminie m-w;1577
1437064;Żuromin - miasto;miasto w gminie m-w;7431
1438024;Mszczonów - miasto;miasto w gminie m-w;5218
1601034;Grodków - miasto;miasto w gminie m-w;7246
1601044;Lewin Brzeski - miasto;miasto w gminie m-w;4833
1602014;Baborów - miasto;miasto w gminie m-w;2514
1602034;Głubczyce - miasto;miasto w gminie m-w;10625
1602044;Kietrz - miasto;miasto w gminie m-w;5125
1604014;Byczyna - miasto;miasto w gminie m-w;3078
1604024;Kluczbork - miasto;miasto w gminie m-w;20423
1604044;Wołczyn - miasto;miasto w gminie m-w;5025
1605014;Gogolin - miasto;miasto w gminie m-w;5480
1605024;Krapkowice - miasto;miasto w gminie m-w;14206
1605054;Zdzieszowice - miasto;miasto w gminie m-w;9856
1606024;Namysłów - miasto;miasto w gminie m-w;13549
1607014;Głuchołazy - miasto;miasto w gminie m-w;11816
1607034;Korfantów - miasto;miasto w gminie m-w;1583
1607054;Nysa - miasto;miasto w gminie m-w;38083
1607064;Otmuchów - miasto;miasto w gminie m-w;4246
1607074;Paczków - miasto;miasto w gminie m-w;6426
1608014;Dobrodzień - miasto;miasto w gminie m-w;3179
1608024;Gorzów Śląski - miasto;miasto w gminie m-w;2082
1608034;Olesno - miasto;miasto w gminie m-w;8080
1608044;Praszka - miasto;miasto w gminie m-w;6602
1609074;Niemodlin - miasto;miasto w gminie m-w;5433
1609084;Ozimek - miasto;miasto w gminie m-w;7603
1609104;Prószków - miasto;miasto w gminie m-w;2095
1610014;Biała - miasto;miasto w gminie m-w;2084
1610024;Głogówek - miasto;miasto w gminie m-w;4612
1610044;Prudnik - miasto;miasto w gminie m-w;18054
1611034;Kolonowskie - miasto;miasto w gminie m-w;2814
1611044;Leśnica - miasto;miasto w gminie m-w;2169
1611054;Strzelce Opolskie - miasto;miasto w gminie m-w;15318
1611064;Ujazd - miasto;miasto w gminie m-w;1415
1611074;Zawadzkie - miasto;miasto w gminie m-w;6378
1801084;Ustrzyki Dolne - miasto;miasto w gminie m-w;7693
1802014;Brzozów - miasto;miasto w gminie m-w;6222
1803024;Brzostek - miasto;miasto w gminie m-w;2208
1803064;Pilzno - miasto;miasto w gminie m-w;3874
1804074;Pruchnik - miasto;miasto w gminie m-w;3033
1805054;Kołaczyce - miasto;miasto w gminie m-w;1169
1806024;Kolbuszowa - miasto;miasto w gminie m-w;7672
1807024;Dukla - miasto;miasto w gminie m-w;1766
1807034;Iwonicz-Zdrój - miasto;miasto w gminie m-w;1549
1807044;Jedlicze - miasto;miasto w gminie m-w;4781
1807084;Rymanów - miasto;miasto w gminie m-w;3065
1808054;Nowa Sarzyna - miasto;miasto w gminie m-w;5037
1809024;Cieszanów - miasto;miasto w gminie m-w;1626
1809054;Narol - miasto;miasto w gminie m-w;1715
1809064;Oleszyce - miasto;miasto w gminie m-w;2523
1811074;Przecław - miasto;miasto w gminie m-w;1347
1811084;Radomyśl Wielki - miasto;miasto w gminie m-w;2502
1812054;Nisko - miasto;miasto w gminie m-w;12848
1812064;Rudnik nad Sanem - miasto;miasto w gminie m-w;5611
1812074;Ulanów - miasto;miasto w gminie m-w;1203
1814054;Kańczuga - miasto;miasto w gminie m-w;2656
1814074;Sieniawa - miasto;miasto w gminie m-w;1807
1815034;Ropczyce - miasto;miasto w gminie m-w;12670
1815044;Sędziszów Małopolski - miasto;miasto w gminie m-w;6077
1816024;Błażowa - miasto;miasto w gminie m-w;1817
1816034;Boguchwała - miasto;miasto w gminie m-w;4972
1816064;Głogów Małopolski - miasto;miasto w gminie m-w;4928
1816114;Sokołów Małopolski - miasto;miasto w gminie m-w;3304
1816144;Tyczyn - miasto;miasto w gminie m-w;2983
1817074;Zagórz - miasto;miasto w gminie m-w;4199
1818054;Zaklików - miasto;miasto w gminie m-w;2505
1819044;Strzyżów - miasto;miasto w gminie m-w;7393
1820014;Baranów Sandomierski - miasto;miasto w gminie m-w;1240
1820044;Nowa Dęba - miasto;miasto w gminie m-w;9549
1821034;Lesko - miasto;miasto w gminie m-w;4503
2001044;Lipsk - miasto;miasto w gminie m-w;2062
2002014;Choroszcz - miasto;miasto w gminie m-w;4828
2002024;Czarna Białostocka - miasto;miasto w gminie m-w;7902
2002064;Łapy - miasto;miasto w gminie m-w;13355
2002074;Michałowo - miasto;miasto w gminie m-w;2625
2002094;Supraśl - miasto;miasto w gminie m-w;3865
2002104;Suraż - miasto;miasto w gminie m-w;801
2002124;Tykocin - miasto;miasto w gminie m-w;1656
2002134;Wasilków - miasto;miasto w gminie m-w;8749
2002144;Zabłudów - miasto;miasto w gminie m-w;2064
2004044;Rajgród - miasto;miasto w gminie m-w;1378
2004054;Szczuczyn - miasto;miasto w gminie m-w;2849
2005074;Kleszczele - miasto;miasto w gminie m-w;1151
2006054;Stawiski - miasto;miasto w gminie m-w;1891
2007014;Jedwabne - miasto;miasto w gminie m-w;1333
2007044;Nowogród - miasto;miasto w gminie m-w;1744
2008014;Goniądz - miasto;miasto w gminie m-w;1505
2008044;Knyszyn - miasto;miasto w gminie m-w;2383
2008064;Mońki - miasto;miasto w gminie m-w;8567
2010024;Drohiczyn - miasto;miasto w gminie m-w;1762
2011014;Dąbrowa Białostocka - miasto;miasto w gminie m-w;4893
2011044;Krynki - miasto;miasto w gminie m-w;2101
2011084;Sokółka - miasto;miasto w gminie m-w;15409
2011094;Suchowola - miasto;miasto w gminie m-w;1868
2013024;Ciechanowiec - miasto;miasto w gminie m-w;3990
2013034;Czyżew - miasto;miasto w gminie m-w;2141
2013094;Szepietowo - miasto;miasto w gminie m-w;1832
2201024;Bytów - miasto;miasto w gminie m-w;13721
2201064;Miastko - miasto;miasto w gminie m-w;8919
2202024;Brusy - miasto;miasto w gminie m-w;3898
2202044;Czersk - miasto;miasto w gminie m-w;7976
2203024;Czarne - miasto;miasto w gminie m-w;4889
2203044;Debrzno - miasto;miasto w gminie m-w;4145
2205024;Kartuzy - miasto;miasto w gminie m-w;11803
2205084;Żukowo - miasto;miasto w gminie m-w;5173
2207044;Prabuty - miasto;miasto w gminie m-w;7060
2209074;Nowy Staw - miasto;miasto w gminie m-w;3423
2210024;Nowy Dwór Gdański - miasto;miasto w gminie m-w;8173
2211044;Władysławowo - miasto;miasto w gminie m-w;8061
2212054;Kępice - miasto;miasto w gminie m-w;3098
2213014;Czarna Woda - miasto;miasto w gminie m-w;2369
2213094;Skarszewy - miasto;miasto w gminie m-w;5587
2214024;Gniew - miasto;miasto w gminie m-w;5559
2214044;Pelplin - miasto;miasto w gminie m-w;6566
2216014;Dzierzgoń - miasto;miasto w gminie m-w;4469
2216054;Sztum - miasto;miasto w gminie m-w;8492
2401074;Siewierz - miasto;miasto w gminie m-w;4597
2402044;Czechowice-Dziedzice - miasto;miasto w gminie m-w;29135
2402094;Wilamowice - miasto;miasto w gminie m-w;2443
2403104;Skoczów - miasto;miasto w gminie m-w;11967
2403114;Strumień - miasto;miasto w gminie m-w;2885
2404014;Blachownia - miasto;miasto w gminie m-w;8251
2404064;Koniecpol - miasto;miasto w gminie m-w;5123
2405064;Sośnicowice - miasto;miasto w gminie m-w;1587
2405074;Toszek - miasto;miasto w gminie m-w;2989
2406014;Kłobuck - miasto;miasto w gminie m-w;10923
2406024;Krzepice - miasto;miasto w gminie m-w;3716
2407084;Woźniki - miasto;miasto w gminie m-w;3653
2409024;Koziegłowy - miasto;miasto w gminie m-w;2045
2409054;Żarki - miasto;miasto w gminie m-w;3707
2410054;Pszczyna - miasto;miasto w gminie m-w;21217
2411034;Krzanowice - miasto;miasto w gminie m-w;1849
2411054;Kuźnia Raciborska - miasto;miasto w gminie m-w;4484
2412014;Czerwionka-Leszczyny - miasto;miasto w gminie m-w;23074
2416054;Łazy - miasto;miasto w gminie m-w;5843
2416064;Ogrodzieniec - miasto;miasto w gminie m-w;3695
2416074;Pilica - miasto;miasto w gminie m-w;1647
2416084;Szczekociny - miasto;miasto w gminie m-w;3150
2601014;Busko-Zdrój - miasto;miasto w gminie m-w;13870
2601064;Stopnica - miasto;miasto w gminie m-w;1190
2602024;Jędrzejów - miasto;miasto w gminie m-w;13034
2602034;Małogoszcz - miasto;miasto w gminie m-w;3116
2602064;Sędziszów - miasto;miasto w gminie m-w;5403
2603034;Kazimierza Wielka - miasto;miasto w gminie m-w;4840
2603054;Skalbmierz - miasto;miasto w gminie m-w;1109
2604024;Bodzentyn - miasto;miasto w gminie m-w;1876
2604034;Chęciny - miasto;miasto w gminie m-w;3646
2604044;Chmielnik - miasto;miasto w gminie m-w;3184
2604054;Daleszyce - miasto;miasto w gminie m-w;2410
2605034;Końskie - miasto;miasto w gminie m-w;16846
2605084;Stąporków - miasto;miasto w gminie m-w;4900
2606044;Opatów - miasto;miasto w gminie m-w;5581
2606054;Ożarów - miasto;miasto w gminie m-w;3839
2607044;Ćmielów - miasto;miasto w gminie m-w;2578
2607054;Kunów - miasto;miasto w gminie m-w;2528
2608014;Działoszyce - miasto;miasto w gminie m-w;813
2608044;Pińczów - miasto;miasto w gminie m-w;9532
2609044;Koprzywnica - miasto;miasto w gminie m-w;2123
2609094;Zawichost - miasto;miasto w gminie m-w;1502
2610054;Suchedniów - miasto;miasto w gminie m-w;7320
2611054;Wąchock - miasto;miasto w gminie m-w;2400
2612044;Osiek - miasto;miasto w gminie m-w;1642
2612054;Połaniec - miasto;miasto w gminie m-w;6763
2612074;Staszów - miasto;miasto w gminie m-w;12659
2613064;Włoszczowa - miasto;miasto w gminie m-w;8532
2801044;Bisztynek - miasto;miasto w gminie m-w;2037
2801064;Sępopol - miasto;miasto w gminie m-w;1686
2802034;Frombork - miasto;miasto w gminie m-w;2042
2802054;Pieniężno - miasto;miasto w gminie m-w;2443
2803044;Lidzbark - miasto;miasto w gminie m-w;6601
2804064;Młynary - miasto;miasto w gminie m-w;1460
2804074;Pasłęk - miasto;miasto w gminie m-w;10102
2804094;Tolkmicko - miasto;miasto w gminie m-w;2257
2806084;Ryn - miasto;miasto w gminie m-w;2418
2807044;Kisielice - miasto;miasto w gminie m-w;1755
2807064;Susz - miasto;miasto w gminie m-w;4580
2807074;Zalewo - miasto;miasto w gminie m-w;1837
2808044;Korsze - miasto;miasto w gminie m-w;3705
2808054;Reszel - miasto;miasto w gminie m-w;4012
2809054;Orneta - miasto;miasto w gminie m-w;7386
2810024;Mikołajki - miasto;miasto w gminie m-w;3246
2811044;Nidzica - miasto;miasto w gminie m-w;11758
2813044;Olecko - miasto;miasto w gminie m-w;13340
2814014;Barczewo - miasto;miasto w gminie m-w;6055
2814024;Biskupiec - miasto;miasto w gminie m-w;8873
2814034;Dobre Miasto - miasto;miasto w gminie m-w;8591
2814064;Jeziorany - miasto;miasto w gminie m-w;2711
2814094;Olsztynek - miasto;miasto w gminie m-w;6301
2815064;Miłakowo - miasto;miasto w gminie m-w;2163
2815074;Miłomłyn - miasto;miasto w gminie m-w;1973
2815084;Morąg - miasto;miasto w gminie m-w;11605
2816014;Biała Piska - miasto;miasto w gminie m-w;3339
2816024;Orzysz - miasto;miasto w gminie m-w;4619
2816034;Pisz - miasto;miasto w gminie m-w;15960
2816044;Ruciane-Nida - miasto;miasto w gminie m-w;3913
2817044;Pasym - miasto;miasto w gminie m-w;2073
2818034;Gołdap - miasto;miasto w gminie m-w;11132
2819034;Węgorzewo - miasto;miasto w gminie m-w;9666
3001044;Margonin - miasto;miasto w gminie m-w;2441
3001054;Szamocin - miasto;miasto w gminie m-w;3434
3002044;Krzyż Wielkopolski - miasto;miasto w gminie m-w;5097
3002074;Trzcianka - miasto;miasto w gminie m-w;13964
3002084;Wieleń - miasto;miasto w gminie m-w;4936
3003024;Czerniejewo - miasto;miasto w gminie m-w;2117
3003054;Kłecko - miasto;miasto w gminie m-w;2130
3003094;Trzemeszno - miasto;miasto w gminie m-w;6268
3003104;Witkowo - miasto;miasto w gminie m-w;6490
3004014;Borek Wielkopolski - miasto;miasto w gminie m-w;2042
3004024;Gostyń - miasto;miasto w gminie m-w;16624
3004034;Krobia - miasto;miasto w gminie m-w;3445
3004064;Pogorzela - miasto;miasto w gminie m-w;1651
3004074;Poniec - miasto;miasto w gminie m-w;2348
3005024;Grodzisk Wielkopolski - miasto;miasto w gminie m-w;11665
3005044;Rakoniewice - miasto;miasto w gminie m-w;2806
3005054;Wielichowo - miasto;miasto w gminie m-w;1416
3006014;Jaraczewo - miasto;miasto w gminie m-w;1158
3006024;Jarocin - miasto;miasto w gminie m-w;21649
3006044;Żerków - miasto;miasto w gminie m-w;1699
3007094;Stawiszyn - miasto;miasto w gminie m-w;1257
3008034;Kępno - miasto;miasto w gminie m-w;11875
3009044;Dąbie - miasto;miasto w gminie m-w;1712
3009064;Kłodawa - miasto;miasto w gminie m-w;5467
3009114;Przedecz - miasto;miasto w gminie m-w;1415
3010014;Golina - miasto;miasto w gminie m-w;3692
3010044;Kleczew - miasto;miasto w gminie m-w;3497
3010074;Rychwał - miasto;miasto w gminie m-w;1922
3010104;Sompolno - miasto;miasto w gminie m-w;2970
3010124;Ślesin - miasto;miasto w gminie m-w;2613
3011024;Czempiń - miasto;miasto w gminie m-w;4369
3011044;Krzywiń - miasto;miasto w gminie m-w;1350
3011054;Śmigiel - miasto;miasto w gminie m-w;4520
3012024;Kobylin - miasto;miasto w gminie m-w;2589
3012034;Koźmin Wielkopolski - miasto;miasto w gminie m-w;5452
3012044;Krotoszyn - miasto;miasto w gminie m-w;23835
3012064;Zduny - miasto;miasto w gminie m-w;3647
3013034;Osieczna - miasto;miasto w gminie m-w;1864
3013044;Rydzyna - miasto;miasto w gminie m-w;2195
3014034;Międzychód - miasto;miasto w gminie m-w;8781
3014044;Sieraków - miasto;miasto w gminie m-w;4915
3015024;Lwówek - miasto;miasto w gminie m-w;2445
3015044;Nowy Tomyśl - miasto;miasto w gminie m-w;12077
3015054;Opalenica - miasto;miasto w gminie m-w;7751
3015064;Zbąszyń - miasto;miasto w gminie m-w;5883
3016014;Oborniki - miasto;miasto w gminie m-w;14870
3016024;Rogoźno - miasto;miasto w gminie m-w;8954
3017024;Nowe Skalmierzyce - miasto;miasto w gminie m-w;3950
3017034;Odolanów - miasto;miasto w gminie m-w;4127
3017064;Raszków - miasto;miasto w gminie m-w;1700
