"idno";"cntry";"stratex1";"czy_50plus";"n_psu";"psu";"prob_psu";"prob_ind";"pop15_stratex1"
1941;"Poland";10600;FALSE;18;14306;0,00507540995997505;0,01169590643;960218
1946;"Poland";84703;TRUE;11;101946;8,65719097763297e-05;1;127062
1950;"Poland";62703;TRUE;7;101950;4,08379956711725e-05;1;171409
1957;"Poland";22600;FALSE;2;22926;0,190317638207908;0,00052673163;69828
1965;"Poland";43000;FALSE;5;46309;0,236244127883156;0,0001626876;286205
1968;"Poland";99998;FALSE;3;40905;0,503070248054673;0,00018404343;216847
1977;"Poland";89304;TRUE;2;101977;4,1437036423155e-05;1;48266
2013;"Poland";21000;FALSE;2;22510;0,148451543833884;0,00055043347;85666
2020;"Poland";62704;TRUE;10;102020;6,14820871938961e-05;1;162649
2023;"Poland";70501;TRUE;16;102023;6,26996100867998e-05;1;255185
2031;"Poland";11600;FALSE;8;12753;0,00633513953809254;0,00934579439;422248
2032;"Poland";90113;TRUE;4;102032;6,70994581718753e-05;1;59613
2033;"Poland";13000;FALSE;22;10918;0,00511738802551763;0,0115942029;1230364
2042;"Poland";21000;FALSE;2;22510;0,148451543833884;0,00055043347;85666
2045;"Poland";86301;TRUE;4;102045;3,8586946036156e-05;1;103662
2049;"Poland";13000;FALSE;22;12512;0,0037230852015486;0,01593625498;1230364
2053;"Poland";12200;FALSE;11;11907;0,00423405220308593;0,01324503311;606275
2058;"Poland";99998;FALSE;3;34715;0,174233686754888;0,00034864464;216847
2062;"Poland";11800;FALSE;19;12922;0,00657818294320569;0,00928074246;1015554
2063;"Poland";10800;FALSE;6;19712;0,00480951695378089;0,01428571429;305644
2064;"Poland";69702;TRUE;9;102064;8,81739181550097e-05;1;102071
2074;"Poland";11200;FALSE;23;13518;0,0304734877450535;0,00208116545;1371799
2076;"Poland";21400;FALSE;3;20137;0,0420154876948945;0,00124533001;152896
2077;"Poland";59308;TRUE;5;102077;8,67167311261035e-05;1;57659
2081;"Poland";23000;FALSE;4;20919;0,0322231126509757;0,00153016334;243375
2084;"Poland";11000;FALSE;14;14727;0,0046654260479397;0,01123595506;763060
2086;"Poland";11400;FALSE;27;12934;0,00309908085826034;0,01951219512;1537956
2090;"Poland";62710;TRUE;9;102090;8,04052424218059e-05;1;111933
2096;"Poland";12800;FALSE;8;15106;0,00457903804012308;0,01212121212;468439
2100;"Poland";10400;FALSE;9;10910;0,00338990026054841;0,01809954751;668235
2103;"Poland";41800;FALSE;4;48506;0,384486385629825;0,00011653959;223175
2109;"Poland";62501;TRUE;7;102109;7,60960549630934e-05;1;91989
2115;"Poland";22400;FALSE;2;22938;0,0512297534546751;0,00106097981;110388
2118;"Poland";90113;TRUE;4;102118;6,70994581718753e-05;1;59613
2120;"Poland";41200;FALSE;4;42733;0,287653216215587;0,0002304798;256417
2136;"Poland";69103;TRUE;9;102136;8,9088623382794e-05;1;101023
2137;"Poland";11600;FALSE;8;12755;0,00534342376986071;0,01108033241;422248
2141;"Poland";74301;TRUE;22;102141;7,25447716653312e-05;1;303261
2146;"Poland";72903;TRUE;13;102146;7,26967705857682e-05;1;178825
2155;"Poland";13000;FALSE;22;16317;0,00385658228036084;0,01538461538;1230364
2168;"Poland";10200;FALSE;11;19318;0,00253368871412547;0,02139037433;719603
2169;"Poland";10600;FALSE;18;17106;0,00372493537924152;0,01593625498;960218
2175;"Poland";69702;TRUE;9;102175;8,81739181550097e-05;1;102071
2176;"Poland";22600;FALSE;2;22929;0,145479965501032;0,00068907302;69828
2182;"Poland";84701;TRUE;12;102182;6,35542727007918e-05;1;188815
2193;"Poland";42000;FALSE;2;40504;0,368317845837528;0,0001550628;105056
2194;"Poland";52713;TRUE;6;102194;7,28756740999854e-05;1;82332
2195;"Poland";69102;TRUE;7;102195;6,46806623299823e-05;1;108224
2203;"Poland";11200;FALSE;23;18526;0,0206908956854806;0,0030651341;1371799
2205;"Poland";21800;FALSE;2;28531;0,060698294221656;0,00093547557;123279
2210;"Poland";50119;TRUE;4;102210;8,29668962084129e-05;1;48212
2228;"Poland";72702;TRUE;12;102228;6,20758152623738e-05;1;193312
2230;"Poland";86303;TRUE;9;102230;7,32481484495809e-05;1;122870
2231;"Poland";50502;TRUE;3;102231;5,1497725517123e-05;1;58255
2242;"Poland";10200;FALSE;11;18907;0,00325179300204923;0,01666666667;719603
2245;"Poland";10400;FALSE;9;10915;0,00743937387450515;0,00824742268;668235
2246;"Poland";65102;TRUE;7;102246;6,43962392596272e-05;1;108702
2253;"Poland";13000;FALSE;22;10912;0,00468723077153781;0,01265822785;1230364
2255;"Poland";10600;FALSE;18;14313;0,00501604843921839;0,01183431953;960218
2257;"Poland";13000;FALSE;22;12511;0,00351542307820921;0,01687763713;1230364
2260;"Poland";99998;FALSE;3;34715;0,174233686754888;0,00034864464;216847
2266;"Poland";99998;FALSE;3;40905;0,503070248054673;0,00018404343;216847
2267;"Poland";11800;FALSE;19;18534;0,0328298642924078;0,00185960019;1015554
2275;"Poland";10800;FALSE;6;19711;0,00386479040937807;0,01777777778;305644
2279;"Poland";89301;TRUE;12;102279;6,90850263962372e-05;1;173699
2280;"Poland";11400;FALSE;27;12934;0,00309908085826034;0,01951219512;1537956
2281;"Poland";86303;TRUE;9;102281;7,32481484495809e-05;1;122870
2284;"Poland";62501;TRUE;7;102284;7,60960549630934e-05;1;91989
2288;"Poland";11200;FALSE;23;13509;0,0110985647354284;0,00571428571;1371799
2294;"Poland";12400;FALSE;16;12740;0,045341813760145;0,0013559322;862063
2301;"Poland";99998;FALSE;3;40905;0,503070248054673;0,00018404343;216847
2305;"Poland";11200;FALSE;23;18517;0,0225459415065244;0,00281293952;1371799
2306;"Poland";62708;TRUE;7;102306;5,81187781772291e-05;1;120443
2316;"Poland";68501;TRUE;10;102316;6,54167702432195e-05;1;152866
2324;"Poland";52905;TRUE;4;102324;7,27656400647614e-05;1;54971
2327;"Poland";10200;FALSE;11;19316;0,00455251020400131;0,0119047619;719603
2334;"Poland";42400;FALSE;6;42732;0,340839144449511;0,00021353719;357232
2351;"Poland";11200;FALSE;23;13518;0,0304734877450535;0,00208116545;1371799
2363;"Poland";21800;FALSE;2;28531;0,060698294221656;0,00093547557;123279
2371;"Poland";74301;TRUE;22;102371;7,25447716653312e-05;1;303261
2372;"Poland";78101;TRUE;22;102372;6,20401625452259e-05;1;354609
2388;"Poland";72901;TRUE;12;102388;5,74734664163378e-05;1;208792
2391;"Poland";62712;TRUE;6;102391;6,18748066412292e-05;1;96970
2393;"Poland";21000;FALSE;2;24729;0,049456610378131;0,00165220983;85666
2396;"Poland";12800;FALSE;8;15107;0,00259478822261031;0,02139037433;468439
2404;"Poland";32600;FALSE;2;32920;0,15065487703548;0,00043797219;60622
2413;"Poland";62706;TRUE;11;102413;7,2825979012877e-05;1;151045
2420;"Poland";30600;FALSE;2;34308;0,0937031604119958;0,0002622263;122093
2424;"Poland";62706;TRUE;11;102424;7,2825979012877e-05;1;151045
2429;"Poland";40600;FALSE;2;47102;0,197239930179762;0,00015813339;192368
2437;"Poland";41800;FALSE;4;48505;0,446723418704909;0,00010030342;223175
2443;"Poland";90105;TRUE;4;102443;5,01020829941005e-05;1;79837
2444;"Poland";62710;TRUE;9;102444;8,04052424218059e-05;1;111933
2448;"Poland";72901;TRUE;12;102448;5,74734664163378e-05;1;208792
2455;"Poland";42200;FALSE;5;41905;0,513337045232746;0,00011567715;336806
2475;"Poland";13000;FALSE;22;19707;0,00691218208684349;0,00858369099;1230364
2476;"Poland";52724;TRUE;2;102476;4,43115099147003e-05;1;45135
2477;"Poland";12400;FALSE;16;12742;0,0372571378149802;0,00165016502;862063
2481;"Poland";56307;TRUE;2;102481;3,6694554528108e-05;1;54504
2489;"Poland";84705;TRUE;6;102489;4,93380478579064e-05;1;121610
2495;"Poland";72702;TRUE;12;102495;6,20758152623738e-05;1;193312
2499;"Poland";12000;FALSE;7;10515;0,00351073055146257;0,01593625498;393223
2503;"Poland";10200;FALSE;11;19319;0,0140233573239787;0,0038647343;719603
2511;"Poland";53302;TRUE;2;102511;2,38064063039364e-05;1;84011
2521;"Poland";11800;FALSE;19;18519;0,0155983827567091;0,00391389432;1015554
2527;"Poland";90103;TRUE;10;102527;8,42658756909802e-05;1;118672
2528;"Poland";11200;FALSE;23;13505;0,0121132906550613;0,00523560209;1371799
2534;"Poland";79101;TRUE;13;102534;7,29812269828438e-05;1;178128
2537;"Poland";74301;TRUE;22;102537;7,25447716653312e-05;1;303261
2543;"Poland";12200;FALSE;11;13308;0,00744464145640414;0,00753295669;606275
2546;"Poland";20400;FALSE;2;29118;0,0398780806167497;0,0010201219;122909
2554;"Poland";30200;FALSE;4;39313;0,124791523271667;0,00036493687;197624
2555;"Poland";10600;FALSE;18;12930;0,0034132873994705;0,01739130435;960218
2559;"Poland";10200;FALSE;11;19315;0,00357697230344392;0,01515151515;719603
2561;"Poland";31600;FALSE;2;32735;0,37622384336731;0,00025958855;81914
2564;"Poland";32400;FALSE;3;32915;0,18675427347337;0,00035297959;151698
2569;"Poland";54302;TRUE;3;102569;5,13013440952153e-05;1;58478
2571;"Poland";90103;TRUE;10;102571;8,42658756909802e-05;1;118672
2575;"Poland";22200;FALSE;2;21915;0,0814605282224015;0,00076599004;96157
2579;"Poland";11800;FALSE;19;18524;0,042658982194599;0,00143112701;1015554
2580;"Poland";31400;FALSE;5;30129;0,152521967983336;0,00038040894;310234
2584;"Poland";31600;FALSE;2;32734;0,41433698629865;0,00023571008;81914
2585;"Poland";10400;FALSE;9;10915;0,00743937387450515;0,00824742268;668235
2597;"Poland";78101;TRUE;22;102597;6,20401625452259e-05;1;354609
2599;"Poland";86304;TRUE;6;102599;4,47911612108544e-05;1;133955
2601;"Poland";12800;FALSE;8;15106;0,00457903804012308;0,01212121212;468439
2605;"Poland";11800;FALSE;19;18518;0,0274116393639663;0,00222717149;1015554
2609;"Poland";21600;FALSE;2;22921;0,144666821316578;0,00045599115;106114
2621;"Poland";84703;TRUE;11;102621;8,65719097763297e-05;1;127062
2622;"Poland";10600;FALSE;18;14312;0,0036655738596507;0,01619433198;960218
2628;"Poland";41200;FALSE;4;42727;0,562426338721365;0,000117879;256417
2631;"Poland";86304;TRUE;6;102631;4,47911612108544e-05;1;133955
2639;"Poland";13000;FALSE;22;16316;0,00545854722741173;0,01086956522;1230364
2643;"Poland";52904;TRUE;5;102643;7,95215980660347e-05;1;62876
2644;"Poland";72902;TRUE;11;102644;5,76674058579599e-05;1;190749
2651;"Poland";30200;FALSE;4;39314;0,115093561488137;0,00039568701;197624
2655;"Poland";13000;FALSE;22;12514;0,00399007935936113;0,01486988848;1230364
2669;"Poland";41400;FALSE;8;40121;0,488333730456242;0,00010366454;434586
2677;"Poland";69701;TRUE;6;102677;5,54472281006552e-05;1;108211
2680;"Poland";72701;TRUE;15;102680;5,54299144162122e-05;1;270612
2682;"Poland";13000;FALSE;22;12513;0,00449440165717966;0,01320132013;1230364
2684;"Poland";12200;FALSE;11;11914;0,00438827264747666;0,01277955272;606275
2690;"Poland";11600;FALSE;8;12751;0,00709002766071325;0,00835073069;422248
2697;"Poland";11000;FALSE;14;14718;0,0025423950938413;0,0206185567;763060
2703;"Poland";41200;FALSE;4;42733;0,287653216215587;0,0002304798;256417
2708;"Poland";12600;FALSE;9;12912;0,00527886355934791;0,01098901099;586111
2714;"Poland";12600;FALSE;9;12916;0,00364009547687797;0,01593625498;586111
2733;"Poland";52905;TRUE;4;102733;7,27656400647614e-05;1;54971
2737;"Poland";22800;FALSE;2;25111;0,0359726283807361;0,00176133862;94697
2738;"Poland";11400;FALSE;27;17104;0,00494341190526609;0,0122324159;1537956
2756;"Poland";84702;TRUE;10;102756;6,51143407824139e-05;1;153576
2766;"Poland";12000;FALSE;7;10515;0,00351073055146257;0,01593625498;393223
2768;"Poland";41000;FALSE;3;49105;0,611457539354154;9,852192e-05;298795
2773;"Poland";90112;TRUE;8;102773;6,17522192203782e-05;1;129550
2775;"Poland";40800;FALSE;2;49704;0,365787428383364;0,00017761358;107744
2780;"Poland";10600;FALSE;18;12941;0,00676721327913302;0,00877192982;960218
2781;"Poland";62711;TRUE;3;102781;2,7109086965951e-05;1;110664
2792;"Poland";12800;FALSE;8;15105;0,00234502251079369;0,02366863905;468439
2793;"Poland";68502;TRUE;7;102793;7,02233101262013e-05;1;99682
2808;"Poland";59308;TRUE;5;102808;8,67167311261035e-05;1;57659
2815;"Poland";90102;TRUE;5;102815;6,82509998771482e-05;1;73259
2818;"Poland";12400;FALSE;16;12737;0,0565005109763484;0,00108813928;862063
2824;"Poland";31200;FALSE;3;33513;0,141738067807918;0,00042570854;165730
2826;"Poland";11400;FALSE;27;14509;0,00352236995064191;0,01716738197;1537956
2833;"Poland";12600;FALSE;9;12932;0,0125010450224616;0,00464037123;586111
2841;"Poland";12200;FALSE;11;11914;0,00438827264747666;0,01277955272;606275
2843;"Poland";11200;FALSE;23;12944;0,00361496108544723;0,01754385965;1371799
2844;"Poland";32400;FALSE;3;32738;0,197018087022946;0,00033459084;151698
2852;"Poland";13000;FALSE;22;19707;0,00691218208684349;0,00858369099;1230364
2867;"Poland";84703;TRUE;11;102867;8,65719097763297e-05;1;127062
2870;"Poland";62708;TRUE;7;102870;5,81187781772291e-05;1;120443
2873;"Poland";12400;FALSE;16;12740;0,045341813760145;0,0013559322;862063
2877;"Poland";12200;FALSE;11;15108;0,00919714650780281;0,00609756098;606275
2878;"Poland";12600;FALSE;9;12943;0,00468426628983045;0,01238390093;586111
2881;"Poland";11000;FALSE;14;14722;0,00376117212328729;0,01393728223;763060
2889;"Poland";13000;FALSE;22;16319;0,0138688631995734;0,00427807487;1230364
2894;"Poland";62706;TRUE;11;102894;7,2825979012877e-05;1;151045
2908;"Poland";11800;FALSE;19;18513;0,0061660925968811;0,0099009901;1015554
2911;"Poland";11200;FALSE;23;12746;0,0119071744520765;0,00532623169;1371799
2914;"Poland";12000;FALSE;7;14508;0,0162808380951203;0,00343642612;393223
2920;"Poland";13000;FALSE;22;10918;0,00511738802551763;0,0115942029;1230364
2921;"Poland";70501;TRUE;16;102921;6,26996100867998e-05;1;255185
2922;"Poland";11400;FALSE;27;14506;0,0718684409727396;0,00084139672;1537956
2924;"Poland";52715;TRUE;5;102924;7,77689639618621e-05;1;64293
2926;"Poland";99998;FALSE;3;40905;0,503070248054673;0,00018404343;216847
2929;"Poland";62708;TRUE;7;102929;5,81187781772291e-05;1;120443
2930;"Poland";62705;TRUE;10;102930;6,32683145953675e-05;1;158057
2934;"Poland";83501;TRUE;38;102934;5,75833481080082e-05;1;659913
2935;"Poland";21400;FALSE;3;20137;0,0420154876948945;0,00124533001;152896
2938;"Poland";12400;FALSE;16;12745;0,0058252703098745;0,01055408971;862063
2941;"Poland";71901;TRUE;21;102941;5,30939890019594e-05;1;395525
2942;"Poland";10600;FALSE;18;14321;0,00733114771915035;0,00809716599;960218
2957;"Poland";11200;FALSE;23;13519;0,0121767110243473;0,00520833333;1371799
2963;"Poland";59104;TRUE;5;102963;5,9099559117289e-05;1;84603
2968;"Poland";10400;FALSE;9;19111;0,0051538755088924;0,0119047619;668235
2979;"Poland";78101;TRUE;22;102979;6,20401625452259e-05;1;354609
2982;"Poland";54304;TRUE;3;102982;6,10612444281615e-05;1;49131
2985;"Poland";83501;TRUE;38;102985;5,75833481080082e-05;1;659913
2991;"Poland";11200;FALSE;23;13515;0,00737261800303628;0,00860215054;1371799
2992;"Poland";13000;FALSE;22;16315;0,00404941139417221;0,01465201465;1230364
2996;"Poland";52716;TRUE;2;102996;3,26466651431556e-05;1;61262
3001;"Poland";32600;FALSE;2;32913;0,211687175247702;0,00031169884;60622
3011;"Poland";90107;TRUE;3;103011;4,82749742533471e-05;1;62144
3014;"Poland";11000;FALSE;14;14723;0,00425916703780129;0,01230769231;763060
3015;"Poland";70901;TRUE;17;103015;5,47567511853226e-05;1;310464
3021;"Poland";11200;FALSE;23;13508;0,0124303925033436;0,00510204082;1371799
3028;"Poland";12200;FALSE;11;11916;0,0262875757641054;0,00213333333;606275
3029;"Poland";63301;TRUE;8;103029;8,45594452900389e-05;1;94608
3031;"Poland";30400;FALSE;3;30909;0,188626323255678;0,00031046018;153686
3034;"Poland";83501;TRUE;38;103034;5,75833481080082e-05;1;659913
3039;"Poland";70901;TRUE;17;103039;5,47567511853226e-05;1;310464
3040;"Poland";12800;FALSE;8;15106;0,00457903804012308;0,01212121212;468439
3052;"Poland";90113;TRUE;4;103052;6,70994581718753e-05;1;59613
3056;"Poland";53502;TRUE;4;103056;5,61057031447247e-05;1;71294
3066;"Poland";83501;TRUE;38;103066;5,75833481080082e-05;1;659913
3069;"Poland";11800;FALSE;19;18510;0,00605925435821346;0,01007556675;1015554
3077;"Poland";22000;FALSE;2;20513;0,0525890349379852;0,00134634803;84742
3092;"Poland";62707;TRUE;5;103092;4,08944432630494e-05;1;122266
3100;"Poland";89302;TRUE;5;103100;3,40766588517529e-05;1;146728
3101;"Poland";42200;FALSE;5;41904;0,573295892857303;0,00010357891;336806
3103;"Poland";90106;TRUE;11;103103;6,83238301096908e-05;1;160998
3109;"Poland";89303;TRUE;4;103109;4,91340130205135e-05;1;81410
3112;"Poland";99998;FALSE;3;40905;0,503070248054673;0,00018404343;216847
3115;"Poland";11600;FALSE;8;12753;0,00633513953809254;0,00934579439;422248
3116;"Poland";10600;FALSE;18;17107;0,00333908549928343;0,01777777778;960218
3135;"Poland";10200;FALSE;11;19324;0,00715394460644728;0,00757575758;719603
3136;"Poland";12400;FALSE;16;12928;0,00613267243759725;0,01002506266;862063
3142;"Poland";12400;FALSE;16;12739;0,0976155454888873;0,00062982208;862063
3143;"Poland";56307;TRUE;2;103143;3,6694554528108e-05;1;54504
3145;"Poland";42200;FALSE;5;43303;0,429535095486437;0,00013824566;336806
3153;"Poland";54709;TRUE;4;103153;7,63927350508967e-05;1;52361
3155;"Poland";89305;TRUE;6;103155;5,65328408694751e-05;1;106133
3174;"Poland";10400;FALSE;9;19111;0,0051538755088924;0,0119047619;668235
3182;"Poland";72701;TRUE;15;103182;5,54299144162122e-05;1;270612
3184;"Poland";11400;FALSE;27;12933;0,00408171625256557;0,01481481481;1537956
3185;"Poland";11800;FALSE;19;18511;0,0180403996260724;0,00338409475;1015554
3190;"Poland";83501;TRUE;38;103190;5,75833481080082e-05;1;659913
3195;"Poland";41200;FALSE;4;42733;0,287653216215587;0,0002304798;256417
3197;"Poland";42200;FALSE;5;41905;0,513337045232746;0,00011567715;336806
3203;"Poland";11800;FALSE;19;18523;0,00825706954147973;0,00739371534;1015554
3206;"Poland";72901;TRUE;12;103206;5,74734664163378e-05;1;208792
3207;"Poland";11200;FALSE;23;12757;0,0303783571900549;0,00208768267;1371799
3210;"Poland";83501;TRUE;38;103210;5,75833481080082e-05;1;659913
3214;"Poland";41200;FALSE;4;42733;0,287653216215587;0,0002304798;256417
3218;"Poland";21200;FALSE;3;22748;0,093160524651415;0,00049333991;152307
3219;"Poland";62710;TRUE;9;103219;8,04052424218059e-05;1;111933
3224;"Poland";13000;FALSE;22;12507;0,00381208325378528;0,01556420233;1230364
3227;"Poland";84701;TRUE;12;103227;6,35542727007918e-05;1;188815
3229;"Poland";41800;FALSE;4;42907;0,476800711993844;9,397613e-05;223175
3234;"Poland";72902;TRUE;11;103234;5,76674058579599e-05;1;190749
3241;"Poland";11000;FALSE;14;14719;0,00305349513784399;0,01716738197;763060
3258;"Poland";11200;FALSE;23;13515;0,00737261800303628;0,00860215054;1371799
3267;"Poland";13200;FALSE;8;18111;0,0128553113358626;0,00539083558;432895
3273;"Poland";84704;TRUE;5;103273;7,68887727014101e-05;1;65029
3285;"Poland";11800;FALSE;19;18519;0,0155983827567091;0,00391389432;1015554
3287;"Poland";10800;FALSE;6;19712;0,00480951695378089;0,01428571429;305644
3290;"Poland";40800;FALSE;2;49704;0,365787428383364;0,00017761358;107744
3292;"Poland";71901;TRUE;21;103292;5,30939890019594e-05;1;395525
3300;"Poland";50119;TRUE;4;103300;8,29668962084129e-05;1;48212
3301;"Poland";62705;TRUE;10;103301;6,32683145953675e-05;1;158057
3316;"Poland";13000;FALSE;22;10918;0,00511738802551763;0,0115942029;1230364
3317;"Poland";10600;FALSE;18;14313;0,00501604843921839;0,01183431953;960218
3318;"Poland";23200;FALSE;2;20921;0,0205776375689576;0,00201501184;120586
3321;"Poland";90106;TRUE;11;103321;6,83238301096908e-05;1;160998
3328;"Poland";43200;FALSE;2;48104;0,333627152645912;0,00013814492;216972
3329;"Poland";62501;TRUE;7;103329;7,60960549630934e-05;1;91989
3357;"Poland";90104;TRUE;12;103357;6,02352185283532e-05;1;199219
3358;"Poland";51903;TRUE;2;103358;3,96675856324005e-05;1;50419
3364;"Poland";72902;TRUE;11;103364;5,76674058579599e-05;1;190749
3369;"Poland";42200;FALSE;5;41905;0,513337045232746;0,00011567715;336806
3378;"Poland";62709;TRUE;4;103378;3,56986675472338e-05;1;112049
3397;"Poland";11400;FALSE;27;10131;0,0125626155755228;0,00481347774;1537956
3407;"Poland";62708;TRUE;7;103407;5,81187781772291e-05;1;120443
3410;"Poland";10600;FALSE;18;12945;0,00914167407886397;0,00649350649;960218
3413;"Poland";10600;FALSE;18;14311;0,00411078525896151;0,01444043321;960218
3423;"Poland";42800;FALSE;3;45104;0,291797419056209;0,00018735363;182918
3426;"Poland";84701;TRUE;12;103426;6,35542727007918e-05;1;188815
3433;"Poland";12400;FALSE;16;12747;0,0131107007244016;0,00468933177;862063
3437;"Poland";74301;TRUE;22;103437;7,25447716653312e-05;1;303261
3441;"Poland";72702;TRUE;12;103441;6,20758152623738e-05;1;193312
3447;"Poland";10200;FALSE;11;19325;0,00342793179038562;0,01581027668;719603
3457;"Poland";13000;FALSE;22;12513;0,00449440165717966;0,01320132013;1230364
3473;"Poland";84701;TRUE;12;103473;6,35542727007918e-05;1;188815
3475;"Poland";12800;FALSE;8;10510;0,00371873392339141;0,01492537313;468439
3480;"Poland";11800;FALSE;19;18523;0,00825706954147973;0,00739371534;1015554
3486;"Poland";13000;FALSE;22;16320;0,00467239776289877;0,0126984127;1230364
3495;"Poland";22400;FALSE;2;22923;0,116535765255971;0,00046641247;110388
3503;"Poland";11400;FALSE;27;19120;0,0106578146579177;0,00567375887;1537956
3507;"Poland";10600;FALSE;18;14321;0,00733114771915035;0,00809716599;960218
3512;"Poland";13000;FALSE;22;16315;0,00404941139417221;0,01465201465;1230364
3540;"Poland";62712;TRUE;6;103540;6,18748066412292e-05;1;96970
3544;"Poland";10600;FALSE;18;17106;0,00372493537924152;0,01593625498;960218
3556;"Poland";12400;FALSE;16;12928;0,00613267243759725;0,01002506266;862063
3564;"Poland";11400;FALSE;27;10136;0,0060167521047887;0,01005025126;1537956
3567;"Poland";30800;FALSE;2;39705;0,195727684563095;0,00026627436;153500
3568;"Poland";86305;TRUE;2;103568;3,75615069676595e-05;1;53246
3573;"Poland";10600;FALSE;18;14316;0,00779119949794297;0,00761904762;960218
3574;"Poland";10600;FALSE;18;14311;0,00411078525896151;0,01444043321;960218
3596;"Poland";84702;TRUE;10;103596;6,51143407824139e-05;1;153576
3600;"Poland";22200;FALSE;2;21915;0,0814605282224015;0,00076599004;96157
3614;"Poland";90104;TRUE;12;103614;6,02352185283532e-05;1;199219
3624;"Poland";41200;FALSE;4;43503;0,466956849902923;0,00014197941;256417
3625;"Poland";20600;FALSE;2;24322;0,0632428860712901;0,0013735792;80581
3639;"Poland";12800;FALSE;8;15110;0,00516182470003663;0,01075268817;468439
3641;"Poland";62704;TRUE;10;103641;6,14820871938961e-05;1;162649
3646;"Poland";78101;TRUE;22;103646;6,20401625452259e-05;1;354609
3647;"Poland";71901;TRUE;21;103647;5,30939890019594e-05;1;395525
3649;"Poland";63301;TRUE;8;103649;8,45594452900389e-05;1;94608
3652;"Poland";10400;FALSE;9;19112;0,0122711321649193;0,005;668235
3653;"Poland";11200;FALSE;23;13507;0,0510375426940152;0,00124262193;1371799
3664;"Poland";11200;FALSE;23;13505;0,0121132906550613;0,00523560209;1371799
3668;"Poland";71902;TRUE;12;103668;5,59086080620213e-05;1;214636
3672;"Poland";11000;FALSE;14;14725;0,00495373889389272;0,01058201058;763060
3678;"Poland";13000;FALSE;22;16317;0,00385658228036084;0,01538461538;1230364
3683;"Poland";68501;TRUE;10;103683;6,54167702432195e-05;1;152866
3690;"Poland";12200;FALSE;11;15108;0,00919714650780281;0,00609756098;606275
3692;"Poland";22400;FALSE;2;22938;0,0512297534546751;0,00106097981;110388
3693;"Poland";12600;FALSE;9;12939;0,00303099583484626;0,01913875598;586111
3697;"Poland";11200;FALSE;23;18526;0,0206908956854806;0,0030651341;1371799
3713;"Poland";41800;FALSE;4;42907;0,476800711993844;9,397613e-05;223175
3723;"Poland";90104;TRUE;12;103723;6,02352185283532e-05;1;199219
3724;"Poland";11400;FALSE;27;10138;0,0056841678173778;0,01063829787;1537956
3749;"Poland";42600;FALSE;2;42911;0,37858700673965;0,00022909507;80708
3750;"Poland";12000;FALSE;7;10515;0,00351073055146257;0,01593625498;393223
3751;"Poland";54708;TRUE;2;103751;3,57570664902651e-05;1;55933
3753;"Poland";42200;FALSE;5;45103;0,469660567580497;0,00012643464;336806
3756;"Poland";30800;FALSE;2;39705;0,195727684563095;0,00026627436;153500
3760;"Poland";83501;TRUE;38;103760;5,75833481080082e-05;1;659913
3763;"Poland";31400;FALSE;5;32917;0,14658934935127;0,00039580447;310234
3768;"Poland";40200;FALSE;3;48905;0,194736033403703;0,00022687441;316881
3771;"Poland";90117;TRUE;8;103771;6,50639253066137e-05;1;122956
3774;"Poland";78101;TRUE;22;103774;6,20401625452259e-05;1;354609
3779;"Poland";21000;FALSE;2;24729;0,049456610378131;0,00165220983;85666
3787;"Poland";11400;FALSE;27;19115;0,00409683371925254;0,0147601476;1537956
3790;"Poland";62706;TRUE;11;103790;7,2825979012877e-05;1;151045
3795;"Poland";62501;TRUE;7;103795;7,60960549630934e-05;1;91989
3799;"Poland";12000;FALSE;7;14511;0,00524511536521927;0,01066666667;393223
3810;"Poland";11200;FALSE;23;13516;0,00391620784272787;0,01619433198;1371799
3812;"Poland";65101;TRUE;10;103812;6,54690200597078e-05;1;152744
3813;"Poland";11200;FALSE;23;13516;0,00391620784272787;0,01619433198;1371799
3815;"Poland";78101;TRUE;22;103815;6,20401625452259e-05;1;354609
3816;"Poland";10600;FALSE;18;14309;0,0163837795155203;0,00362318841;960218
3821;"Poland";13200;FALSE;8;18111;0,0128553113358626;0,00539083558;432895
3823;"Poland";42200;FALSE;5;41905;0,513337045232746;0,00011567715;336806
3827;"Poland";10600;FALSE;18;14315;0,00310163941918312;0,01913875598;960218
3834;"Poland";11400;FALSE;27;12924;0,00399101144642651;0,01515151515;1537956
3840;"Poland";72701;TRUE;15;103840;5,54299144162122e-05;1;270612
3841;"Poland";54303;TRUE;3;103841;5,26740878603785e-05;1;56954
3842;"Poland";10400;FALSE;9;19116;0,00553734838971225;0,01108033241;668235
3849;"Poland";30800;FALSE;2;39705;0,195727684563095;0,00026627436;153500
3854;"Poland";10200;FALSE;11;18907;0,00325179300204923;0,01666666667;719603
3858;"Poland";12400;FALSE;16;12761;0,0614804254329937;0,001;862063
3863;"Poland";12400;FALSE;16;12761;0,0614804254329937;0,001;862063
3872;"Poland";12600;FALSE;9;12939;0,00303099583484626;0,01913875598;586111
3875;"Poland";11400;FALSE;27;17112;0,00557834554451904;0,0108401084;1537956
3880;"Poland";10600;FALSE;18;14321;0,00733114771915035;0,00809716599;960218
3881;"Poland";20600;FALSE;2;24314;0,126894056980267;0,00068457984;80581
3891;"Poland";11800;FALSE;19;18522;0,00366302530525708;0,01666666667;1015554
3901;"Poland";11400;FALSE;27;10132;0,0052457612573082;0,01152737752;1537956
